#,Word,Pinyin,Part of speech,Simple Native‑Speaker Definition (in 简单话),isAtomic,modifyee,qualifiers,comment (native thinking & specificity note),speaking commonality index,writing commonality index,isIgnored
209,串,chuàn,noun,多个小东西穿在一根线上,TRUE,穿,多个小东西，一根线,Native thinks: “multiple small things strung on a thread.”,60,60,
722,临时,línshí,adverb/adjective (temporarily; temporary),短时间,FALSE,时间,短,Native thinks: “for a short time.” Not atomic; defined as 短时间.,70,80,
375,为,wèi,"preposition (for, because of, to)",(atomic – basic preposition),TRUE,—,—,Native thinks: “for the purpose of; because of.” Basic grammatical word; keep atomic.,85,90,
771,为,wéi,"verb (to do, to act as)",(atomic – to be or act as),TRUE,—,—,"Native thinks: “to serve as, to be.” Basic verb; atomic.",75,85,
1184,为,wéi,preposition (for),(atomic – for the sake of),TRUE,—,—,Native thinks: “used to indicate purpose.” Basic preposition; atomic.,75,90,
376,为了,wèile,preposition (in order to),(same as 为),FALSE,为,—,Native thinks: “same as 为.” Redundant; use 为 instead. Not atomic.,85,90,
154,为什么,wèi shénme,phrase (why),什么原因,FALSE,原因,什么,Native thinks: “for what reason.” Not atomic; use 什么原因.,95,90,
1381,为何,wèihé,adverb,为什么,FALSE,为什么,—,"Native thinks: “why, for what reason.” Use 为什么.",60,70,
1372,为期,wéiqī,verb,时间是,FALSE,时间,是,"Native thinks: “to be scheduled for, to last (a period).”",45,65,
1374,为止,wéizhǐ,verb,到…就停,FALSE,到,停,"Native thinks: “up to, until.”",60,70,
1380,为此,wèicǐ,conjunction,为了这个,FALSE,为了,这个,"Native thinks: “for this reason, therefore.”",55,70,
1370,为难,wéinán,adjective / verb,不好办 / 让不好办,FALSE,不好办 / 让,—,Native thinks: “difficult” or “to make things difficult.”,65,65,
1544,主人,zhǔrén,noun (owner),有东西的人,FALSE,人,有东西,Native thinks: “a person who possesses something.” Not atomic; defined as 东西的主人.,75,80,
1545,主任,zhǔrèn,noun (director),部门的主要负责人,FALSE,人,部门，负责,Native thinks: “the main person in charge of a department.” Not atomic; defined as 部门负责人.,70,85,
1744,主办,zhǔbàn,verb,办,FALSE,办,—,"Native thinks: “to host, sponsor.” Use 办.",60,70,
1542,主动,zhǔdòng,adjective (proactive),自己愿意做,FALSE,愿意,自己做,Native thinks: “willing to do it oneself.” Not atomic; defined as 自己愿意.,70,80,
1746,主导,zhǔdǎo,verb / noun,带,FALSE,带,—,"Native thinks: “to lead, guide; leadership.” Use 带.",55,70,
1548,主席,zhǔxí,noun (chairperson),会议或国家的最领导,FALSE,人,会议/国家，领导,Native thinks: “the top leader of a meeting or country.” Not atomic; defined as 头.,75,90,
1751,主张,zhǔzhāng,verb / noun,说,FALSE,说,—,Native thinks: “to advocate; view.” Use 说.,60,70,
964,主意,zhǔyi,noun (idea),心里想的办法,FALSE,办法,心里想,Native thinks: “a plan thought up in the heart.” Not atomic; defined as 心里的办法.,80,80,
1541,主持,zhǔchí,verb (to host),负责一个活动,FALSE,负责,活动,Native thinks: “to be in charge of an event.” Not atomic; defined as 负责活动.,70,85,
1745,主播,zhǔbō,verb / noun,主,FALSE,主,—,Native thinks: “to host a live stream” or “live streamer.” Use 主.,60,60,
1749,主流,zhǔliú,noun,主要,FALSE,主要,—,Native thinks: “mainstream.” Use 主要.,55,70,
1750,主演,zhǔyǎn,verb / noun,演,FALSE,演,—,Native thinks: “to star in; lead actor.” Use 演.,65,65,
1747,主管,zhǔguǎn,verb / noun,管,FALSE,管,—,Native thinks: “to be in charge; supervisor.” Use 管.,65,75,
487,主要,zhǔyào,adjective (main),最重要的,FALSE,重要,最,Native thinks: “most important.” Not atomic; defined as 最重要.,85,90,
1543,主观,zhǔguān,adjective (subjective),自己的看法,FALSE,看法,自己,Native thinks: “one’s own opinion.” Not atomic; defined as 自己的看法.,65,85,
1748,主角,zhǔjué,noun,主,FALSE,主,—,"Native thinks: “leading role, protagonist.” Use 主.",65,65,
1547,主题,zhǔtí,noun (theme),文章或活动的主要意思,FALSE,意思,主要,Native thinks: “the main idea of an article or event.” Not atomic; defined as 主要的意思.,75,85,
1546,主食,zhǔshí,noun (staple food),每顿都吃的主要食物,FALSE,食物,每顿都吃,Native thinks: “the main food eaten at every meal.” Not atomic; defined as 天天吃的食物.,70,75,
409,举,jǔ,"verb (to raise, to give an example)",向上拿；或说例子,FALSE,拿/说,向上/例子,Native thinks: “to lift up; to give an example.” Not atomic; two senses.,75,80,
411,举例,jǔlì,verb (to give an example),拿例子说,FALSE,说,例子,Native thinks: “to give an example.” Not atomic; defined as 说例子.,70,75,
410,举办,jǔbàn,"verb (to hold, host)",办活动,FALSE,办,活动,Native thinks: “to organize an event.” Use 办. Not atomic.,75,80,
746,举动,jǔdòng,noun,做的事,FALSE,事,做,"Native thinks: “action, move.”",60,65,
412,举行,jǔxíng,verb (to hold a ceremony),同“举办”,FALSE,举办,—,Native thinks: “same as 举办.” Use 举办. Not atomic.,75,85,
219,久,jiǔ,adjective (long time),时间长,TRUE,时间,长,Native thinks: “time that is long.” Not atomic; use 时间长.,80,70,
628,久远,jiǔyuǎn,"adjective (long, remote)",很长时间,FALSE,时间,很长,Native thinks: “a very long time.” Not atomic; defined as 很长时间.,60,70,
1369,义务,yìwù,noun/adjective (duty; voluntary),必须做的事,FALSE,事,必须做,Native thinks: “something that must be done.” Not atomic; defined as 必须做的事.,70,85,
938,之,zhī,auxiliary (classical),(not used in 简单话),FALSE,—,—,Native thinks: “classical particle.” Ignore.,20,60,
945,之中,zhīzhōng,noun (among),里面,TRUE,里面,—,Native thinks: “inside.” Use 里面. Not atomic.,65,80,
943,之前,zhīqián,noun (before),以前,TRUE,以前,—,Native thinks: “before.” Use 以前. Not atomic.,80,85,
941,之后,zhīhòu,"noun (after, later)",以后,TRUE,以后,—,Native thinks: “after.” Use 以后. Not atomic.,80,85,
1699,之所以,zhīsuǒyǐ,conjunction,为什么,FALSE,为什么,—,Native thinks: “the reason why.” Use 为什么.,60,70,
942,之间,zhījiān,noun (between),中间,TRUE,中间,—,Native thinks: “in the middle.” Use 中间. Not atomic.,75,85,
1394,乌龟,wūguī,noun,壳硬爬得慢的动物,FALSE,动物,壳硬，爬得慢,Native thinks: “tortoise.”,65,50,
827,乐于,lèyú,verb,愿意,FALSE,愿意,—,"Native thinks: “to be happy to, willing to.” Use 愿意.",55,65,
1630,乐器,yuèqì,noun,做音乐的东西,FALSE,东西,做音乐,Native thinks: “musical instrument.”,65,65,
1632,乐曲,yuèqǔ,noun,歌,FALSE,歌,—,Native thinks: “musical composition.” Use 歌.,60,65,
690,乐观,lèguān,adjective (optimistic),往好想,FALSE,想,往好,Native thinks: “to think positively.” Not atomic; defined as 看好的一方面.,70,75,
691,乐趣,lèqù,noun (fun),快乐和兴趣,FALSE,快乐,兴趣,Native thinks: “joy and interest.” Not atomic; defined as 快乐.,70,70,
556,乒乓球,pīngpāngqiú,noun (table tennis),桌上打的球,FALSE,球,桌上打,Native thinks: “a ball game played on a table.” Not atomic; defined via 球 + 桌上打.,70,60,
78,乘,chéng,"verb (to ride, to take; to multiply)",坐车或做乘法,FALSE,坐/乘,车/数,Native thinks: “to take transportation; to do multiplication.” Not atomic; two senses.,75,80,
157,乘,chéng,verb,坐在车船等里面移动,FALSE,坐,车船，移动,Native thinks: “to sit inside a vehicle and move.”,70,70,
149,乘务员,chéngwùyuán,"noun (attendant, crew member)",火车或飞机上服务的人,FALSE,人,服务,Native thinks: “a person who serves on a train or plane.” Not atomic; defined as 车上服务的人.,65,70,
83,乘坐,chéngzuò,"verb (to ride, to take)",坐车等,FALSE,坐,车,Native thinks: “to sit in a vehicle.” Use 坐. Not atomic.,75,75,
80,乘客,chéngkè,noun (passenger),坐车或飞机的人,FALSE,人,坐车/飞机,Native thinks: “a person riding a vehicle.” Not atomic; defined as 坐车的人.,80,80,
1361,乙,yǐ,noun (second),(atomic – second in order),TRUE,—,—,Native thinks: “the second of the ten Heavenly Stems.” Basic; atomic.,50,70,
95,九,jiǔ,number (nine),(atomic – number 9),TRUE,—,—,Native thinks: “the number 9.” Basic number; atomic.,90,90,
253,也,yě,"adverb (also, too)",(atomic – in addition),TRUE,—,—,Native thinks: “adds similarity or addition.” Basic adverb; atomic.,95,90,
1531,也好,yěhǎo,particle,也行,FALSE,行,也,"Native thinks: “that’s fine, or.”",70,55,
861,也许,yěxǔ,adverb (maybe),(atomic – perhaps),TRUE,—,—,Native thinks: “indicating possibility.” Basic adverb; atomic.,80,75,
1404,习俗,xísú,noun,一个地方的老做法,FALSE,做法,一个地方的老,Native thinks: “custom.”,60,65,
385,习惯,xíguàn,verb/noun (to be used to; habit),常常这样做，成为自然,FALSE,做,常常，自然,Native thinks: “do something often until it becomes natural.” Not atomic; defined via 做 + 常常 + 自然.,80,80,
1246,乡,xiāng,noun (countryside),农村,FALSE,农村,—,Native thinks: “rural area.” Use 农村. Not atomic.,70,75,
1248,乡村,xiāngcūn,noun (countryside),农村,FALSE,农村,—,Native thinks: “rural area.” Use 农村. Not atomic.,75,75,
190,书,shū,noun (book),(atomic – bound set of pages),TRUE,—,—,Native thinks: “a set of printed or written pages bound together.” Basic noun; atomic.,95,95,
1223,书写,shūxiě,verb,写,FALSE,写,—,Native thinks: “to write.” Use 写.,60,70,
135,书包,shūbāo,"noun (backpack, schoolbag)",装书的包,FALSE,包,装书,Native thinks: “a bag for carrying books.” Not atomic; defined via 包 + 装书.,85,75,
191,书店,shūdiàn,noun (bookstore),卖书的店,FALSE,店,卖书,Native thinks: “a store that sells books.” Not atomic; defined via 店 + 卖书.,80,80,
1057,书房,shūfáng,noun (study),读书的房间,FALSE,房间,读书,Native thinks: “a room for reading.” Not atomic; defined as 读书的房间.,65,70,
1058,书架,shūjià,noun (bookshelf),放书的架子,FALSE,架子,放书,Native thinks: “a shelf for books.” Not atomic; defined as 放书的架子.,70,70,
1056,书法,shūfǎ,noun (calligraphy),写字的艺术,FALSE,艺术,写字,Native thinks: “the art of writing characters.” Not atomic; defined as 写字的艺术.,70,80,
1219,书画,shūhuà,noun,书法和画,FALSE,书法,画,Native thinks: “calligraphy and painting.”,50,65,
1220,书籍,shūjí,noun,书,FALSE,书,—,Native thinks: “books.” Use 书.,60,70,
1221,书面,shūmiàn,adjective,写在纸上的,FALSE,写,纸上,"Native thinks: “written, in writing.”",55,70,
116,买,mǎi,verb (to buy),用钱换东西,FALSE,换,钱，东西,Native thinks: “give money in exchange for something.” Not atomic; defined via 换 + 钱.,90,85,
749,买卖,mǎimai,noun (business),买和卖,FALSE,买,卖,Native thinks: “buying and selling.” Not atomic; defined as 买和卖.,70,75,
492,乱,luàn,adjective/adverb (messy; recklessly),不整齐，没顺序,FALSE,整齐,不,"Native thinks: “not tidy, no order.” Use 不整齐. Not atomic.",75,75,
108,了,le,auxiliary (perfective/change particle),(not used in 简单话 – use 过去 or 现在 etc.),FALSE,—,—,Native thinks: “indicates completion or change.” Grammatical particle not used; ignore.,99,95,
720,了不起,liǎobuqǐ,adjective (amazing),很好，厉害,FALSE,好,很,"Native thinks: “very good, impressive.” Not atomic; defined as 很好.",70,70,
257,了解,liǎojiě,verb (to understand),知道得清楚,FALSE,知道,清楚,Native thinks: “to know clearly.” Similar to 知道 but with nuance. Not atomic; defined as 知道清楚.,85,85,
1488,争,zhēng,verb (to contend),(atomic – to fight for),TRUE,—,—,Native thinks: “to compete or strive for something.” Basic verb; atomic.,75,80,
1489,争取,zhēngqǔ,verb (to strive for),努力争,FALSE,争,努力,Native thinks: “to try hard to get.” Not atomic; defined as 努力争.,75,85,
1683,争吵,zhēngchǎo,verb,吵,FALSE,吵,—,Native thinks: “to quarrel.” Use 吵.,70,60,
1684,争夺,zhēngduó,verb,抢,FALSE,抢,—,"Native thinks: “to fight for, compete for.” Use 抢.",65,65,
1687,争议,zhēngyì,verb,吵,FALSE,吵,—,"Native thinks: “dispute, controversy.” Use 吵.",60,70,
1685,争论,zhēnglùn,verb,吵,FALSE,吵,—,"Native thinks: “to debate, argue.” Use 吵.",65,70,
187,事,shì,"noun (matter, thing)",(atomic – event or affair),TRUE,—,—,"Native thinks: “an event, occurrence, or task.” Basic noun; atomic.",95,95,
1040,事业,shìyè,noun (career),工作或追求的事,FALSE,事,工作/追求,Native thinks: “a job or undertaking.” Not atomic; defined as 做的大事.,75,85,
1032,事件,shìjiàn,noun (incident),发生的事,FALSE,事,发生,Native thinks: “an event that happens.” Not atomic; defined as 发生的事.,75,85,
1038,事先,shìxiān,noun (in advance),事发生之前,FALSE,之前,发生,Native thinks: “before something happens.” Not atomic; defined as 之前.,70,80,
1205,事务,shìwù,noun,要做的事,FALSE,事,要做,"Native thinks: “affairs, matters to handle.”",55,70,
1200,事后,shìhòu,noun,事完了后,FALSE,后,事完了,Native thinks: “after the event.”,60,65,
1035,事实,shìshí,noun (fact),真的情况,FALSE,情况,真,Native thinks: “the true situation.” Not atomic; defined as 真的情况.,80,90,
132,事情,shìqing,"noun (matter, affair)",事,FALSE,事,—,Native thinks: “an event or task.” Use 事; not atomic.,90,85,
1031,事故,shìgù,noun (accident),不好的事,FALSE,事,不好,Native thinks: “an unfortunate event.” Not atomic; defined as 不好的事.,70,80,
1037,事物,shìwù,noun (thing),东西,FALSE,东西,—,Native thinks: “things.” Use 东西. Not atomic.,75,85,
1206,事项,shìxiàng,noun,事的一件,FALSE,件,事,"Native thinks: “item, matter.”",55,70,
49,二,èr,number (two),(atomic – number 2),TRUE,—,—,Native thinks: “the number 2.” Basic number; atomic.,95,95,
314,二手,èrshǒu,adjective (second-hand),别人用过的,FALSE,用过,别人,Native thinks: “used by someone else.” Not atomic; defined as 别人用过的.,70,65,
348,二氧化碳,èryǎnghuàtàn,noun,一种气，人呼出来,FALSE,气,人呼出来,Native thinks: “a gas that people breathe out.”,45,70,
315,二维码,èrwéimǎ,noun (QR code),方形的黑白码，手机扫,FALSE,码,方形，黑白,Native thinks: “a square black-and-white code that phones scan.” Not atomic; defined as 手机扫的码.,75,70,
1606,于,yú,preposition,在,FALSE,在,—,"Native thinks: “in, at, to.” Use 在.",60,70,
